[21Dec2024 00:50:24.010] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[21Dec2024 00:50:24.014] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 21.0.5 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[21Dec2024 00:50:38.666] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[21Dec2024 00:50:38.847] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Fuego/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[21Dec2024 00:50:38.892] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[21Dec2024 00:50:38.893] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/Fuego/servidor_minecraft
[21Dec2024 00:50:38.893] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/Fuego/servidor_minecraft/mods
[21Dec2024 00:50:38.894] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[21Dec2024 00:50:38.897] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/Fuego/servidor_minecraft/config/mods_optimizer/config.toml
[21Dec2024 00:50:38.947] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/Fuego/servidor_minecraft and mods dir /workspaces/Fuego/servidor_minecraft/mods for target SERVER in 52 ms.
[21Dec2024 00:50:38.947] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[21Dec2024 00:50:38.949] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~134 mods in /workspaces/Fuego/servidor_minecraft/mods with file extension .jar ...
[21Dec2024 00:50:38.990] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2023-12-11T00:18:42+01:00:
[21Dec2024 00:50:38.999] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-06-29-18:00:11:
[21Dec2024 00:50:39.003] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to DEFAULT
[21Dec2024 00:50:39.015] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsApi-1.20-Forge-4.0.5.jar!
[21Dec2024 00:50:39.021] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterdungeons[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterDungeons-1.20-Forge-4.0.4.jar!
[21Dec2024 00:50:39.029] [main/ERROR] [Mods Optimizer/]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@6f6962ba
[21Dec2024 00:50:39.030] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml file for /workspaces/Fuego/servidor_minecraft/mods/kotlinforforge-4.11.0-all.jar!
[21Dec2024 00:50:39.070] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterjungletemples[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterJungleTemples-1.20-Forge-2.0.5.jar!
[21Dec2024 00:50:39.085] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterendisland[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterEndIsland-1.20-Forge-2.0.6.jar!
[21Dec2024 00:50:39.281] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.bettermineshafts[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterMineshafts-1.20-Forge-4.0.4.jar!
[21Dec2024 00:50:39.288] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterwitchhuts[1] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/YungsBetterWitchHuts-1.20-Forge-3.0.3.jar!
[21Dec2024 00:50:39.290] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for paraglider from UNKNOWN to DEFAULT
[21Dec2024 00:50:39.342] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/Fuego/servidor_minecraft/mods/Patchouli-1.20.1-84-FORGE.jar!
[21Dec2024 00:50:39.352] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Fuego/servidor_minecraft/mods/spellbound-weapons-v4.0.5m.jar, which is expected in some cases.
[21Dec2024 00:50:39.384] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 library mods in 127 mods.
[21Dec2024 00:50:39.384] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 2 data pack mods in 127 mods.
[21Dec2024 00:50:39.385] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 server mods in 127 mods.
[21Dec2024 00:50:39.385] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 123 default mods in 127 mods.
[21Dec2024 00:50:39.386] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[21Dec2024 00:50:39.386] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[21Dec2024 00:50:39.405] [main/INFO] [Mods Optimizer/]: | born_in_chaos_v1                   | 1.0.0                  | FORGE    | UNKNOWN           | 2024-12-18 22:21:29 |
[21Dec2024 00:50:39.406] [main/INFO] [Mods Optimizer/]: | lionfishapi                        | 1.9.0                  | FORGE    | DEFAULT           | 2024-05-22 20:14:08 |
[21Dec2024 00:50:39.406] [main/INFO] [Mods Optimizer/]: | wthit                              | 8.15.5                 | FORGE    | DEFAULT           | 2024-12-09 18:25:24 |
[21Dec2024 00:50:39.407] [main/INFO] [Mods Optimizer/]: | cataclysm                          | 1.99.5                 | FORGE    | DEFAULT           | 2024-06-26 09:05:29 |
[21Dec2024 00:50:39.407] [main/INFO] [Mods Optimizer/]: | curios                             | 5.10.0+1.20.1          | FORGE    | DEFAULT           | 2024-08-31 05:02:18 |
[21Dec2024 00:50:39.407] [main/INFO] [Mods Optimizer/]: | patchouli                          | 1.20.1-84-FORGE        | FORGE    | UNKNOWN           | 2024-12-18 22:21:27 |
[21Dec2024 00:50:39.408] [main/INFO] [Mods Optimizer/]: | collective                         | 7.84.0                 | MIXED    | UNKNOWN           | 2024-08-15 15:30:33 |
[21Dec2024 00:50:39.408] [main/INFO] [Mods Optimizer/]: | cerbons_api                        | 1.1.0                  | FORGE    | DEFAULT           | 2024-12-18 22:21:22 |
[21Dec2024 00:50:39.409] [main/INFO] [Mods Optimizer/]: | attributeslib                      | 1.3.5                  | FORGE    | UNKNOWN           | 2024-05-13 00:01:13 |
[21Dec2024 00:50:39.409] [main/INFO] [Mods Optimizer/]: | not_just_sandwich                  | 1.9.1                  | FORGE    | UNKNOWN           | 2024-12-18 22:21:27 |
[21Dec2024 00:50:39.409] [main/INFO] [Mods Optimizer/]: | bettervillage                      | 3.2.0                  | FORGE    | DEFAULT           | 2024-10-26 11:13:40 |
[21Dec2024 00:50:39.410] [main/INFO] [Mods Optimizer/]: | gobber2                            | 2.8.9                  | FORGE    | DEFAULT           | 2024-05-08 17:11:13 |
[21Dec2024 00:50:39.410] [main/INFO] [Mods Optimizer/]: | atlaslib                           | 1.1.12                 | FORGE    | UNKNOWN           | 2024-04-11 18:35:27 |
[21Dec2024 00:50:39.411] [main/INFO] [Mods Optimizer/]: | worldedit                          | 7.2.15+6463-5ca4dff    | MIXED    | DEFAULT           | 2024-12-18 22:21:32 |
[21Dec2024 00:50:39.412] [main/INFO] [Mods Optimizer/]: | architectury                       | 9.2.14                 | FORGE    | DEFAULT           | 2024-12-18 22:21:29 |
[21Dec2024 00:50:39.412] [main/INFO] [Mods Optimizer/]: | mcwfurnitures                      | 3.3.0                  | FORGE    | UNKNOWN           | 2024-08-02 13:13:24 |
[21Dec2024 00:50:39.415] [main/INFO] [Mods Optimizer/]: | cupboard                           | 1.20.1-2.7             | FORGE    | DEFAULT           | 2024-06-24 22:44:28 |
[21Dec2024 00:50:39.415] [main/INFO] [Mods Optimizer/]: | flib                               | 0.0.14                 | FORGE    | DEFAULT           | 2024-07-02 08:55:07 |
[21Dec2024 00:50:39.416] [main/INFO] [Mods Optimizer/]: | betterendisland                    | 1.202.0-6              | FORGE    | UNKNOWN           | 2024-03-18 22:33:53 |
[21Dec2024 00:50:39.416] [main/INFO] [Mods Optimizer/]: | framework                          | 0.7.11                 | FORGE    | UNKNOWN           | 2024-10-14 04:30:55 |
[21Dec2024 00:50:39.416] [main/INFO] [Mods Optimizer/]: | bettermineshafts                   | 1.204.0-4              | FORGE    | UNKNOWN           | 2023-09-25 16:44:02 |
[21Dec2024 00:50:39.417] [main/INFO] [Mods Optimizer/]: | playerrevive                       | 2.0.27                 | FORGE    | DEFAULT           | 2024-08-20 16:18:26 |
[21Dec2024 00:50:39.418] [main/INFO] [Mods Optimizer/]: | enchantinginfuser                  | 8.0.3                  | FORGE    | DEFAULT           | 2024-07-13 15:30:42 |
[21Dec2024 00:50:39.419] [main/INFO] [Mods Optimizer/]: | cyclic                             | 1.12.11                | FORGE    | DEFAULT           | 2024-08-11 19:25:30 |
[21Dec2024 00:50:39.420] [main/INFO] [Mods Optimizer/]: | betterjungletemples                | 1.202.0-5              | FORGE    | UNKNOWN           | 2024-05-09 23:08:40 |
[21Dec2024 00:50:39.420] [main/INFO] [Mods Optimizer/]: | smartbrainlib                      | 1.15.0                 | FORGE    | DEFAULT           | 2024-08-23 14:23:32 |
[21Dec2024 00:50:39.421] [main/INFO] [Mods Optimizer/]: | soulsweapons                       | 0.0.0                  | FORGE    | DEFAULT           | 2024-12-18 22:21:31 |
[21Dec2024 00:50:39.421] [main/INFO] [Mods Optimizer/]: | cucumber                           | 7.0.11                 | FORGE    | DEFAULT           | 2024-08-01 15:20:34 |
[21Dec2024 00:50:39.421] [main/INFO] [Mods Optimizer/]: | mutantmonsters                     | 8.0.7                  | FORGE    | DEFAULT           | 2024-02-14 13:20:07 |
[21Dec2024 00:50:39.422] [main/INFO] [Mods Optimizer/]: | kleiders_custom_renderer           | 7.2.0                  | FORGE    | UNKNOWN           | 2024-12-18 22:21:23 |
[21Dec2024 00:50:39.422] [main/INFO] [Mods Optimizer/]: | jei                                | 15.20.0-105            | FORGE    | DEFAULT           | 2024-12-18 22:21:30 |
[21Dec2024 00:50:39.422] [main/INFO] [Mods Optimizer/]: | commonnetworking                   | 1.0.5-1.20.1           | FORGE    | DEFAULT           | 2024-12-18 22:21:29 |
[21Dec2024 00:50:39.423] [main/INFO] [Mods Optimizer/]: | attributefix                       | 21.0.4                 | FORGE    | DEFAULT           | 2023-11-29 11:27:15 |
[21Dec2024 00:50:39.424] [main/INFO] [Mods Optimizer/]: | tacz                               | 1.0.3                  | FORGE    | DEFAULT           | 2024-12-18 22:21:31 |
[21Dec2024 00:50:39.425] [main/INFO] [Mods Optimizer/]: | wom                                | 0.0.0                  | FORGE    | DEFAULT           | 2024-11-10 00:22:09 |
[21Dec2024 00:50:39.426] [main/INFO] [Mods Optimizer/]: | libraryferret                      | 4.0.0                  | FORGE    | DEFAULT           | 2023-06-21 18:22:37 |
[21Dec2024 00:50:39.426] [main/INFO] [Mods Optimizer/]: | caelus                             | 3.2.0+1.20.1           | FORGE    | DEFAULT           | 2024-04-22 00:58:26 |
[21Dec2024 00:50:39.426] [main/INFO] [Mods Optimizer/]: | reap                               | 1.20.1-1.1.2           | FORGE    | DEFAULT           | 2024-08-03 16:05:11 |
[21Dec2024 00:50:39.427] [main/INFO] [Mods Optimizer/]: | waystones                          | 14.1.5                 | FORGE    | DEFAULT           | 2024-08-25 05:44:08 |
[21Dec2024 00:50:39.427] [main/INFO] [Mods Optimizer/]: | epicfight                          | 20.9.5                 | FORGE    | DEFAULT           | 2024-10-29 21:30:48 |
[21Dec2024 00:50:39.427] [main/INFO] [Mods Optimizer/]: | fabledweaponry                     | 1.20.1-1.0.7.5         | FORGE    | DEFAULT           | 2024-05-29 14:55:23 |
[21Dec2024 00:50:39.428] [main/INFO] [Mods Optimizer/]: | artifacts                          | 9.5.11                 | FORGE    | DEFAULT           | 2024-12-18 22:21:29 |
[21Dec2024 00:50:39.428] [main/INFO] [Mods Optimizer/]: | epherolib                          | 0.1.2                  | FORGE    | DEFAULT           | 2023-11-21 20:38:48 |
[21Dec2024 00:50:39.429] [main/INFO] [Mods Optimizer/]: | badpackets                         | 0.4.3                  | FORGE    | UNKNOWN           | 2024-12-18 22:21:29 |
[21Dec2024 00:50:39.429] [main/INFO] [Mods Optimizer/]: | sereneseasons                      | 9.1.0-0                | FORGE    | DEFAULT           | 2024-10-07 05:05:32 |
[21Dec2024 00:50:39.430] [main/INFO] [Mods Optimizer/]: | libx                               | 1.20.1-5.0.12          | FORGE    | DEFAULT           | 2024-12-18 22:21:27 |
[21Dec2024 00:50:39.430] [main/INFO] [Mods Optimizer/]: | thedarkcolour.kotlinforforge       | 0.0.0                  | FORGE    | LIBRARY           | 2024-12-18 22:21:30 |
[21Dec2024 00:50:39.430] [main/INFO] [Mods Optimizer/]: | glitchcore                         | 0.0.0                  | FORGE    | DEFAULT           | 2024-10-06 09:39:40 |
[21Dec2024 00:50:39.431] [main/INFO] [Mods Optimizer/]: | mods_optimizer                     | 2.0.0                  | FORGE    | DEFAULT           | 2024-02-25 20:14:49 |
[21Dec2024 00:50:39.431] [main/INFO] [Mods Optimizer/]: | hopour                             | 1.1.4                  | MIXED    | UNKNOWN           | 2022-07-06 18:05:39 |
[21Dec2024 00:50:39.432] [main/INFO] [Mods Optimizer/]: | impactful                          | 20.8.2                 | FORGE    | DEFAULT           | 2024-08-17 23:26:47 |
[21Dec2024 00:50:39.432] [main/INFO] [Mods Optimizer/]: | mahoutsukai                        | 1.20.1-v1.34.78        | FORGE    | UNKNOWN           | 2024-11-07 17:30:00 |
[21Dec2024 00:50:39.432] [main/INFO] [Mods Optimizer/]: | iceandfire                         | 2.1.13-1.20.1          | FORGE    | DEFAULT           | 2024-08-15 16:28:35 |
[21Dec2024 00:50:39.433] [main/INFO] [Mods Optimizer/]: | kenjiscombatforms                  | 1.1.3                  | FORGE    | DEFAULT           | 2024-09-29 02:21:11 |
[21Dec2024 00:50:39.433] [main/INFO] [Mods Optimizer/]: | wthitharvestability                | 2.2.0                  | FORGE    | DEFAULT           | 2024-12-18 22:21:32 |
[21Dec2024 00:50:39.434] [main/INFO] [Mods Optimizer/]: | azurelib                           | 2.0.39                 | FORGE    | DEFAULT           | 2024-10-04 10:37:47 |
[21Dec2024 00:50:39.435] [main/INFO] [Mods Optimizer/]: | watut                              | 1.20.1-1.1.3           | FORGE    | DEFAULT           | 2024-08-05 02:22:29 |
[21Dec2024 00:50:39.435] [main/INFO] [Mods Optimizer/]: | usefulslime                        | 1.8.1                  | FORGE    | DEFAULT           | 2024-02-03 22:41:22 |
[21Dec2024 00:50:39.437] [main/INFO] [Mods Optimizer/]: | ironchest                          | 1.20.1-14.4.4          | FORGE    | UNKNOWN           | 2023-06-28 22:26:17 |
[21Dec2024 00:50:39.437] [main/INFO] [Mods Optimizer/]: | infernalmobs                       | 3.0.0                  | FORGE    | UNKNOWN           | 2024-06-24 23:17:22 |
[21Dec2024 00:50:39.437] [main/INFO] [Mods Optimizer/]: | mysticalagriculture                | 7.0.12                 | FORGE    | DEFAULT           | 2024-08-01 15:27:17 |
[21Dec2024 00:50:39.438] [main/INFO] [Mods Optimizer/]: | uchicraftana                       | 1.0.1                  | FORGE    | UNKNOWN           | 2024-12-18 22:21:32 |
[21Dec2024 00:50:39.438] [main/INFO] [Mods Optimizer/]: | useless_sword                      | 1.4.1                  | FORGE    | UNKNOWN           | 2024-12-18 22:21:32 |
[21Dec2024 00:50:39.438] [main/INFO] [Mods Optimizer/]: | alexscaves                         | 2.0.2                  | FORGE    | DEFAULT           | 2024-10-26 10:13:03 |
[21Dec2024 00:50:39.439] [main/INFO] [Mods Optimizer/]: | terrablender                       | 3.0.1-7                | FORGE    | DEFAULT           | 2024-05-28 09:37:54 |
[21Dec2024 00:50:39.439] [main/INFO] [Mods Optimizer/]: | silentlib                          | 8.0.0                  | FORGE    | DEFAULT           | 2023-06-13 19:14:56 |
